query,scan_bytes,latency_ms
SELECT * FROM users WHERE id = 58432,1091988,17
SELECT * FROM orders WHERE total > 73531,5047992,57
SELECT COUNT(*) FROM events WHERE month = 'Apr',10279101,101
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9402763,98
SELECT * FROM users WHERE id = 24781,1115367,7
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2702209,33
SELECT * FROM orders WHERE total > 16563,4233174,48
SELECT * FROM orders WHERE total > 45541,4062490,52
SELECT * FROM users WHERE id = 98134,1093506,6
SELECT COUNT(*) FROM events WHERE month = 'Apr',9488694,108
SELECT * FROM users WHERE id = 61360,809136,13
SELECT * FROM orders WHERE total > 51716,5557936,58
SELECT * FROM users WHERE id = 22580,1183551,13
SELECT * FROM orders WHERE total > 82533,5062700,65
SELECT * FROM users WHERE id = 72423,838429,3
SELECT COUNT(*) FROM events WHERE month = 'May',9465301,95
SELECT * FROM users WHERE id = 37020,1129251,20
SELECT * FROM orders WHERE total > 26421,4199674,39
SELECT * FROM users WHERE id = 57361,1162403,12
SELECT * FROM users WHERE id = 42195,1043293,9
SELECT * FROM users WHERE id = 86658,1133812,22
SELECT * FROM users WHERE id IN (562),1291438,18
SELECT * FROM orders WHERE total > 67232,4139306,50
SELECT * FROM users WHERE id = 12099,1001820,21
SELECT * FROM users WHERE id = 87062,885806,3
SELECT * FROM users WHERE id = 23020,1099623,23
SELECT * FROM users WHERE id = 17278,906001,10
SELECT * FROM users WHERE id = 1985,986890,13
SELECT * FROM orders WHERE total > 26812,5705461,58
"SELECT * FROM users WHERE id IN (874, 882, 142, 653)",1229374,18
SELECT * FROM users WHERE id IN (74),1296879,25
SELECT * FROM users WHERE id = 2735,1157845,24
SELECT * FROM users WHERE id = 53451,862841,13
SELECT * FROM products WHERE category = 'electronics',1542836,14
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2463183,22
SELECT * FROM users WHERE id = 79977,1120110,8
SELECT COUNT(*) FROM events WHERE month = 'Jan',10233747,113
SELECT COUNT(*) FROM events WHERE month = 'May',11732273,112
SELECT * FROM users WHERE id = 48083,1045245,24
SELECT * FROM products WHERE category = 'electronics',2108373,19
SELECT * FROM orders WHERE total > 68255,4076126,53
SELECT * FROM orders WHERE total > 70542,5564611,63
SELECT * FROM orders WHERE total > 86852,5512232,50
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",7620131,79
SELECT * FROM orders WHERE total > 94416,5461486,53
SELECT * FROM orders WHERE status IN ('cancelled'),2435695,31
SELECT * FROM orders WHERE total > 99128,4749656,56
"SELECT * FROM users WHERE id IN (949, 33, 662, 591)",1357927,10
SELECT * FROM users WHERE id = 17410,1192710,19
"SELECT * FROM orders WHERE status IN ('shipped', 'pending', 'delivered')",2638173,31
SELECT * FROM users WHERE id = 94033,895631,23
SELECT COUNT(*) FROM events WHERE month = 'May',11373225,119
SELECT * FROM users WHERE id = 44605,857039,9
SELECT * FROM orders WHERE total > 22713,4851213,62
SELECT * FROM orders WHERE total > 37046,5850824,59
SELECT * FROM products WHERE category = 'garden',1759713,29
SELECT * FROM users WHERE id = 50012,962453,7
SELECT * FROM users WHERE id = 9492,1045719,15
SELECT * FROM sessions WHERE duration > 61423,3294812,30
SELECT COUNT(*) FROM events WHERE month = 'May',10354567,105
SELECT * FROM users WHERE id = 43786,998350,10
SELECT * FROM users WHERE id = 95748,818413,23
SELECT * FROM users WHERE id = 23700,816885,14
"SELECT * FROM users WHERE id IN (483, 902, 141, 79, 159)",1448619,24
SELECT COUNT(*) FROM events WHERE month = 'May',10786409,118
SELECT * FROM orders WHERE total > 78099,4367167,55
SELECT * FROM orders WHERE total > 3232,5799246,54
"SELECT * FROM orders WHERE status IN ('delivered', 'returned', 'shipped')",2726548,28
SELECT COUNT(*) FROM events WHERE month = 'Jan',9794913,109
SELECT * FROM users WHERE id = 64421,1016512,5
SELECT * FROM users WHERE id = 76379,903072,15
SELECT * FROM orders WHERE total > 60324,5780759,56
SELECT * FROM orders WHERE total > 92970,5821719,69
SELECT * FROM orders WHERE total > 55653,5702221,68
SELECT * FROM orders WHERE status IN ('returned'),2313471,26
SELECT COUNT(*) FROM events WHERE month = 'Jun',10378520,102
SELECT * FROM orders WHERE status IN ('pending'),2009927,32
SELECT * FROM products WHERE category = 'garden',1850466,25
SELECT * FROM orders WHERE total > 51491,4097048,49
SELECT * FROM users WHERE id = 185,1030067,9
SELECT * FROM sessions WHERE duration > 49986,3670046,34
SELECT * FROM users WHERE id = 93112,1108252,18
SELECT * FROM orders WHERE total > 26385,5896953,60
SELECT COUNT(*) FROM events WHERE month = 'Jan',10262595,106
SELECT * FROM orders WHERE total > 47254,4847007,56
SELECT * FROM orders WHERE total > 76575,4429045,44
SELECT * FROM orders WHERE total > 62543,4347427,40
SELECT * FROM orders WHERE total > 24241,4792206,49
SELECT * FROM orders WHERE total > 81816,5101540,63
SELECT * FROM orders WHERE total > 58635,4517010,58
SELECT * FROM orders WHERE total > 64822,5170066,57
SELECT * FROM users WHERE id = 20236,871105,11
"SELECT * FROM users WHERE id IN (188, 595, 634, 665, 499)",1418742,21
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2823114,25
SELECT * FROM orders WHERE total > 60675,5405033,68
SELECT COUNT(*) FROM events WHERE month = 'Jun',9712643,105
SELECT * FROM sessions WHERE duration > 43277,4471145,54
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8829717,92
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3523041,34
SELECT * FROM users WHERE id = 84499,857162,8
SELECT * FROM orders WHERE total > 3099,5434616,67
SELECT COUNT(*) FROM events WHERE month = 'Apr',11999357,134
"SELECT * FROM users WHERE id IN (387, 161, 730)",1439704,11
SELECT * FROM orders WHERE total > 96717,4832001,51
SELECT * FROM users WHERE id = 66105,1154814,15
SELECT * FROM users WHERE id = 8014,1000477,6
"SELECT * FROM orders WHERE status IN ('returned', 'cancelled', 'pending', 'shipped')",2720535,39
SELECT * FROM users WHERE id = 45914,1156365,18
SELECT * FROM users WHERE id = 20806,1180101,16
SELECT * FROM users WHERE id = 79505,962802,15
SELECT * FROM orders WHERE total > 14136,5662433,71
"SELECT * FROM users WHERE id IN (916, 681, 217)",1024710,15
SELECT * FROM users WHERE id = 11862,937449,12
SELECT * FROM orders WHERE total > 87896,5173106,59
SELECT * FROM users WHERE id = 25130,830610,10
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",9486150,89
SELECT * FROM users WHERE id = 98685,1073446,8
SELECT * FROM products WHERE category = 'auto',2289166,35
SELECT * FROM orders WHERE total > 55283,5458788,61
SELECT * FROM products WHERE category = 'toys',2375508,35
SELECT * FROM orders WHERE total > 1999,4439622,54
SELECT * FROM users WHERE id = 98072,1021203,9
SELECT * FROM products WHERE category = 'garden',2231782,22
SELECT * FROM users WHERE id = 79740,973662,11
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3718860,42
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9738592,102
SELECT * FROM users WHERE id = 34727,1041009,11
SELECT COUNT(*) FROM events WHERE month = 'Jun',10760983,105
SELECT * FROM orders WHERE total > 7428,5135796,55
SELECT * FROM users WHERE id = 22047,1049993,16
"SELECT * FROM users WHERE id IN (197, 138, 824, 988)",1228042,11
SELECT * FROM users WHERE id = 88070,882336,18
SELECT COUNT(*) FROM events WHERE month = 'Jun',11684908,125
SELECT COUNT(*) FROM events WHERE month = 'Jan',9725513,98
SELECT * FROM orders WHERE total > 34753,5297219,56
SELECT * FROM users WHERE id = 28289,932589,23
"SELECT * FROM users WHERE id IN (168, 836, 630, 761)",1291789,27
SELECT * FROM users WHERE id = 89925,1050693,22
SELECT * FROM sessions WHERE duration > 66424,3222173,43
SELECT * FROM users WHERE id = 18969,984988,20
SELECT * FROM users WHERE id = 24914,847611,6
SELECT * FROM users WHERE id = 68936,1033219,16
SELECT * FROM users WHERE id = 51935,857817,8
SELECT * FROM orders WHERE total > 88288,4573932,49
SELECT * FROM users WHERE id = 76396,904196,6
SELECT COUNT(*) FROM events WHERE month = 'Mar',11974350,119
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3094922,39
SELECT * FROM users WHERE id = 83396,997042,16
SELECT COUNT(*) FROM events WHERE month = 'Jun',9748248,109
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2470280,26
SELECT * FROM orders WHERE total > 24957,5657152,63
SELECT COUNT(*) FROM events WHERE month = 'May',10192853,104
SELECT * FROM orders WHERE total > 41201,5485158,51
SELECT * FROM users WHERE id = 88091,998463,24
SELECT * FROM products WHERE category = 'electronics',1590171,25
SELECT * FROM users WHERE id = 96664,817696,8
SELECT * FROM products WHERE category = 'books',2338183,34
SELECT * FROM users WHERE id = 56293,952144,21
SELECT * FROM orders WHERE total > 77299,4181823,55
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3609058,43
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",8480068,84
SELECT * FROM orders WHERE total > 46965,4086392,47
SELECT * FROM sessions WHERE duration > 27534,3996820,53
SELECT * FROM orders WHERE total > 65426,5337936,54
SELECT * FROM users WHERE id = 6040,875438,22
SELECT * FROM products WHERE category = 'garden',2180418,30
"SELECT * FROM users WHERE id IN (253, 750, 928, 896, 428)",1463411,10
SELECT * FROM users WHERE id = 84618,911621,11
SELECT * FROM products WHERE category = 'books',2212019,27
SELECT * FROM users WHERE id = 15882,1107007,10
SELECT * FROM sessions WHERE duration > 31503,4775546,45
SELECT * FROM orders WHERE total > 25866,5545712,60
SELECT * FROM users WHERE id = 90599,1045626,20
SELECT * FROM users WHERE id = 58210,918876,21
"SELECT * FROM users WHERE id IN (942, 912)",1047133,24
SELECT * FROM orders WHERE total > 754,4893591,50
"SELECT * FROM users WHERE id IN (982, 769)",1068558,12
SELECT * FROM users WHERE id = 7566,920021,4
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",8924512,88
SELECT * FROM users WHERE id = 24932,1183724,19
SELECT * FROM sessions WHERE duration > 18226,3519258,42
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9636847,105
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",9370307,91
SELECT * FROM users WHERE id = 10152,1060774,6
SELECT * FROM orders WHERE total > 39452,4722180,49
SELECT * FROM sessions WHERE duration > 77549,4293847,47
SELECT COUNT(*) FROM events WHERE month = 'Apr',10877266,119
SELECT * FROM orders WHERE total > 26299,4973851,56
SELECT * FROM orders WHERE total > 93491,5838318,73
SELECT * FROM users WHERE id = 72187,1173223,20
SELECT * FROM users WHERE id = 61391,936970,16
SELECT * FROM users WHERE id = 90536,888764,5
SELECT * FROM orders WHERE total > 68648,5109118,51
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3140453,34
SELECT COUNT(*) FROM events WHERE month = 'May',11355086,109
SELECT COUNT(*) FROM events WHERE month = 'Feb',11242377,126
SELECT COUNT(*) FROM events WHERE month = 'Apr',9917051,101
SELECT * FROM users WHERE id = 96771,822036,5
SELECT * FROM users WHERE id = 66897,1094579,17
SELECT * FROM users WHERE id = 22361,1055255,10
SELECT * FROM users WHERE id = 30321,1173085,6
"SELECT * FROM users WHERE id IN (873, 756, 780, 789)",1440076,15
SELECT * FROM users WHERE id = 92560,989549,14
SELECT * FROM products WHERE category = 'garden',2465793,36
SELECT * FROM orders WHERE total > 96448,5645016,59
SELECT * FROM users WHERE id = 94044,806043,7
SELECT * FROM orders WHERE total > 41401,4588460,44
SELECT COUNT(*) FROM events WHERE month = 'Jun',11738440,130
SELECT * FROM users WHERE id = 53423,1040176,9
"SELECT * FROM users WHERE id IN (176, 127, 127)",1445369,23
SELECT * FROM users WHERE id = 3648,1005262,24
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3786781,45
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",8591892,81
SELECT * FROM users WHERE id = 75468,1004751,8
SELECT * FROM users WHERE id = 82233,1165839,23
SELECT * FROM users WHERE id = 90392,1151555,23
SELECT * FROM users WHERE id = 51102,1053685,13
"SELECT * FROM users WHERE id IN (819, 692, 681)",1397303,12
SELECT * FROM orders WHERE total > 18975,5271756,52
"SELECT * FROM users WHERE id IN (32, 978, 621, 299)",1049829,21
SELECT * FROM users WHERE id IN (351),1241927,19
SELECT * FROM users WHERE id = 871,1064040,12
SELECT COUNT(*) FROM events WHERE month = 'Mar',9840465,95
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3724192,40
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2791109,28
SELECT * FROM orders WHERE status IN ('pending'),2896347,25
SELECT * FROM orders WHERE total > 48506,5159946,46
SELECT * FROM users WHERE id = 60645,924202,24
SELECT * FROM orders WHERE total > 56388,5399253,60
SELECT * FROM users WHERE id = 3767,1151582,22
SELECT * FROM users WHERE id = 70857,1078363,20
SELECT * FROM orders WHERE total > 6811,4986912,48
SELECT COUNT(*) FROM events WHERE month = 'Mar',9220433,107
SELECT * FROM users WHERE id = 1288,892346,8
SELECT * FROM users WHERE id = 61182,919625,23
SELECT * FROM users WHERE id = 35806,956988,16
SELECT * FROM sessions WHERE duration > 1184,4873795,61
SELECT * FROM orders WHERE total > 45377,4235639,53
SELECT * FROM users WHERE id = 87443,1003609,21
SELECT * FROM users WHERE id = 76151,832458,10
SELECT * FROM products WHERE category = 'garden',2372334,29
SELECT COUNT(*) FROM events WHERE month = 'Jun',9442124,95
SELECT COUNT(*) FROM events WHERE month = 'Feb',9220459,94
SELECT * FROM users WHERE id = 5280,854713,10
SELECT * FROM users WHERE id = 4413,996266,17
SELECT * FROM users WHERE id = 57246,1008031,23
SELECT * FROM users WHERE id = 27072,1001744,19
SELECT * FROM users WHERE id = 76578,907639,20
SELECT * FROM orders WHERE total > 75132,4533271,41
SELECT * FROM orders WHERE total > 61240,5405632,63
SELECT COUNT(*) FROM events WHERE month = 'Jun',11020091,109
SELECT * FROM orders WHERE total > 20323,5636601,57
SELECT COUNT(*) FROM events WHERE month = 'Jun',9082416,104
SELECT * FROM orders WHERE total > 97023,5896388,59
SELECT * FROM users WHERE id = 13927,1068666,15
SELECT * FROM users WHERE id = 94133,1072719,24
SELECT COUNT(*) FROM events WHERE month = 'Mar',10754390,117
SELECT * FROM users WHERE id = 50236,1061435,16
SELECT * FROM orders WHERE total > 61320,5902624,67
SELECT * FROM users WHERE id = 46605,804432,17
SELECT * FROM users WHERE id = 26062,1053090,16
SELECT * FROM orders WHERE total > 38088,5037761,65
SELECT * FROM users WHERE id IN (791),1271966,9
SELECT * FROM users WHERE id = 15377,1160299,17
SELECT * FROM sessions WHERE duration > 32286,4457487,45
SELECT * FROM orders WHERE total > 62297,5570666,59
SELECT * FROM sessions WHERE duration > 51014,4964736,47
SELECT * FROM orders WHERE total > 82097,5898177,67
SELECT COUNT(*) FROM events WHERE month = 'Jan',10529639,104
SELECT COUNT(*) FROM events WHERE month = 'Mar',9163485,91
SELECT * FROM orders WHERE total > 75315,5795565,68
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3344916,29
SELECT COUNT(*) FROM events WHERE month = 'May',11696183,121
SELECT COUNT(*) FROM events WHERE month = 'Feb',11549387,121
SELECT * FROM orders WHERE total > 15754,4248126,45
SELECT * FROM users WHERE id = 23420,997556,9
SELECT * FROM users WHERE id IN (889),1231682,21
SELECT * FROM products WHERE category = 'auto',1501564,10
SELECT * FROM users WHERE id = 85867,905312,22
SELECT * FROM users WHERE id = 24409,879957,6
SELECT * FROM users WHERE id = 75277,1070513,6
SELECT * FROM products WHERE category = 'electronics',2120913,24
SELECT * FROM users WHERE id = 50311,862019,17
SELECT * FROM orders WHERE total > 65865,4032449,46
SELECT * FROM orders WHERE total > 49126,4953005,51
SELECT * FROM orders WHERE total > 41019,5803918,71
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2888338,36
SELECT * FROM users WHERE id = 38206,1048727,13
SELECT * FROM orders WHERE total > 22773,5839823,56
SELECT * FROM users WHERE id = 42206,985475,18
SELECT COUNT(*) FROM events WHERE month = 'Feb',11882285,132
SELECT * FROM users WHERE id = 35641,854077,5
SELECT * FROM orders WHERE total > 10035,4413253,52
SELECT * FROM users WHERE id = 36641,937812,23
SELECT * FROM products WHERE category = 'books',1525802,25
SELECT * FROM products WHERE category = 'garden',1675008,27
SELECT COUNT(*) FROM events WHERE month = 'Jun',9342606,93
SELECT * FROM orders WHERE total > 86424,4137290,56
SELECT * FROM users WHERE id = 17526,1002367,7
SELECT * FROM orders WHERE total > 92456,5788598,59
SELECT * FROM orders WHERE total > 31727,5258225,56
